,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
113277,2020-03-29T06:48:24,"Stay safe, stay at home. Watch movies, series, create art, write, read books, listen to music, sing along, paint and be happy. #CoronaLockdown #CoronavirusOutbreak #coronavirusindia #Covid19India",stay safe stay home watch movies series create art write read books listen music sing along paint happy coronalockdown coronavirusoutbreak coronavirusindia covid india,"['CoronaLockdown', 'CoronavirusOutbreak', 'coronavirusindia', 'Covid19India']",[],6,"{'label': 'POSITIVE', 'score': 0.9820830225944519}",POSITIVE,0.9820830225944519
114172,2020-03-29T06:51:22,When Nothing matters anymore! You just want to be safe from all this🥺🥺😔😔#StayAtHomeAndStaySafe #COVID19,nothing matters anymore want safe stayathomeandstaysafe covid,"['StayAtHomeAndStaySafe', 'COVID19']",[],6,"{'label': 'NEGATIVE', 'score': 0.9987397789955139}",NEGATIVE,-0.9987397789955139
114202,2020-03-29T06:51:27,@RahulGandhi #COVID19 should have informed world before its arrival. Then only #India could have done pre planning. It's #NationalEmergency &amp; #NationalLockdown. Look in your #maternalHome -#Italy.Then tweet about #India.#PM @narendramodi has taken up the best action to save #India #StayAtHome,rahulgandhi covid informed world arrival india could done pre planning nationalemergency amp nationallockdown look maternalhome italy tweet india narendramodi taken best action save india stayathome,"['COVID19', 'India', 'NationalEmergency', 'NationalLockdown', 'maternalHome', 'Italy', 'India', 'PM', 'India', 'StayAtHome']","['RahulGandhi', 'narendramodi']",6,"{'label': 'NEGATIVE', 'score': 0.9716851115226746}",NEGATIVE,-0.9716851115226746
114221,2020-03-29T06:51:30,"#BREAKING
#Oman Health Ministry: 15 new cases of #coronavirus recorded, total of 167 cases.",breaking oman health ministry new cases coronavirus recorded total cases,"['BREAKING', 'Oman', 'coronavirus']",[],6,"{'label': 'POSITIVE', 'score': 0.9060512185096741}",POSITIVE,0.9060512185096741
114637,2020-03-29T06:52:55,Support your HCWs and country. Stay at home. #flattenthecurve #Covid_19 #Covid19SA https://t.co/4deGHPev6U,support hcws country stay home flattenthecurve covid covid,"['flattenthecurve', 'Covid_19', 'Covid19SA']",[],6,"{'label': 'POSITIVE', 'score': 0.9746371507644653}",POSITIVE,0.9746371507644653
115022,2020-03-29T06:54:03,"@PDChina @XHNews @chinamcclain @chinaorgcn @WhiteHouse @narendramodi @RahulGandhi @worldtrade_ky @ANI @MayorofLondon @10DowningStreet china the virus 🦠 country of world, #coronavirus is the origin for brekdown of world , we are ready to not to import any of goods and used this . https://t.co/GFJhMeTpFw",pdchina xhnews chinamcclain chinaorgcn whitehouse narendramodi rahulgandhi worldtrade ani mayoroflondon downingstreet china virus country world coronavirus origin brekdown world ready not import goods used,['coronavirus'],"['PDChina', 'XHNews', 'chinamcclain', 'chinaorgcn', 'WhiteHouse', 'narendramodi', 'RahulGandhi', 'worldtrade_ky', 'ANI', 'MayorofLondon', '10DowningStreet']",6,"{'label': 'NEGATIVE', 'score': 0.9968135356903076}",NEGATIVE,-0.9968135356903076
115555,2020-03-29T06:55:48,"@WHO FACT: COVID-19 is NOT airborne. #COVID19 mainly transmitted through droplets generated when an infected person coughs, sneezes or speaks. To protect yourself:
☝️keep 1m distance from others
☝️disinfect surfaces frequently
☝️wash/rub your 👐
☝️avoid touching your 👀👃👄 https://t.co/EpebcOEU2H",fact covid not airborne covid mainly transmitted droplets generated infected person coughs sneezes speaks protect keep distance others disinfect surfaces frequently wash rub avoid touching,['COVID19'],['WHO'],6,"{'label': 'NEGATIVE', 'score': 0.9952099919319153}",NEGATIVE,-0.9952099919319153
115815,2020-03-29T06:56:34,"Welcome home, virUS
#coronavirus",welcome home virus coronavirus,['coronavirus'],[],6,"{'label': 'POSITIVE', 'score': 0.9909860491752625}",POSITIVE,0.9909860491752625
115874,2020-03-29T06:56:47,😂😂😂😂 50 rs kat overacting ka #feku #CoronavirusOutbreak #lockdown #LockdownWithoutPlan https://t.co/RS0I2ZJ2Uh,kat overacting feku coronavirusoutbreak lockdown lockdownwithoutplan,"['feku', 'CoronavirusOutbreak', 'lockdown', 'LockdownWithoutPlan']",[],6,"{'label': 'NEGATIVE', 'score': 0.9929983615875244}",NEGATIVE,-0.9929983615875244
116995,2020-03-29T07:00:00,Read it. Share it. Prevent it. #Coronavirus #ScamAware https://t.co/qG7ebL6QrV,read share prevent coronavirus scamaware,"['Coronavirus', 'ScamAware']",[],7,"{'label': 'NEGATIVE', 'score': 0.998490571975708}",NEGATIVE,-0.998490571975708
117650,2020-03-29T07:01:35,"Slay queen . slaying #coronavirus
Run for your life.
https://t.co/7vNd2n3979",slay queen slaying coronavirus run life,['coronavirus'],[],7,"{'label': 'NEGATIVE', 'score': 0.9906089901924133}",NEGATIVE,-0.9906089901924133
118836,2020-03-29T07:04:57,"We need a new word for what we’re living through...it’s like being on the Titanic, and we know we’re gonna hit the iceberg—we’re desperately trying to turn the boat around but we. just. can’t. get. it turned fast enough. #quaratine #COVID19 #LosAngelesLockdown #getintoalifeboat",need new word living like titanic know gonna hit iceberg desperately trying turn boat around get turned fast enough quaratine covid losangeleslockdown getintoalifeboat,"['quaratine', 'COVID19', 'LosAngelesLockdown', 'getintoalifeboat']",[],7,"{'label': 'NEGATIVE', 'score': 0.9955594539642334}",NEGATIVE,-0.9955594539642334
119385,2020-03-29T07:06:21,"Rare LIVING Avatar taking responsability to heal the world from  #coronavirus #pandemic through his compassionate and intense austerity.
#NITHYANANDAFASTINGFORGLOBALHEALING https://t.co/n81civOFs1",rare living avatar taking responsability heal world coronavirus pandemic compassionate intense austerity nithyanandafastingforglobalhealing,"['coronavirus', 'pandemic', 'NITHYANANDAFASTINGFORGLOBALHEALING']",[],7,"{'label': 'POSITIVE', 'score': 0.9940126538276672}",POSITIVE,0.9940126538276672
120012,2020-03-29T07:08:13,@eloi1975 @great_martis Australia’s elderly are under threat with a big threat with #covid19  Crisis. @IntelicareLtd have a solution to help reduce self-isolation risk and help facilitate efforts against the spread. https://t.co/Zrkrv3g2XB,eloi great martis australia elderly threat big threat covid crisis intelicareltd solution help reduce self isolation risk help facilitate efforts spread,['covid19'],"['eloi1975', 'great_martis', 'IntelicareLtd']",7,"{'label': 'POSITIVE', 'score': 0.9745468497276306}",POSITIVE,0.9745468497276306
120680,2020-03-29T07:10:21,"While I acknowledge our resilient nature, optimism and spiritual activism as a people, it is critical that we balance this with pragmatic and urgent actions that can ensure the safety of lives for our families and communities. #COVID19",acknowledge resilient nature optimism spiritual activism people critical balance pragmatic urgent actions ensure safety lives families communities covid,['COVID19'],[],7,"{'label': 'POSITIVE', 'score': 0.9974479675292969}",POSITIVE,0.9974479675292969
121059,2020-03-29T07:11:34,"#Coronavirus

Dear people here are the Animals (dogs) saying something to you.

#India
#CoronaUpdate https://t.co/wznRxED5nE",coronavirus dear people animals dogs saying something india coronaupdate,"['Coronavirus', 'India', 'CoronaUpdate']",[],7,"{'label': 'NEGATIVE', 'score': 0.978722870349884}",NEGATIVE,-0.978722870349884
121217,2020-03-29T07:12:07,"@KiarieJohn I’m super confused. Highlighting stuff and facts here like I would (outsider looking in) - what are you again, an MP? Shida yako iko wapi? Wacha philosophy mob, fanya job #kenyacurfew #Covid_19",kiariejohn super confused highlighting stuff facts like would outsider looking shida yako iko wapi wacha philosophy mob fanya job kenyacurfew covid,"['kenyacurfew', 'Covid_19']",['KiarieJohn'],7,"{'label': 'NEGATIVE', 'score': 0.9836747050285339}",NEGATIVE,-0.9836747050285339
121249,2020-03-29T07:12:15,I wish the Kaduna State Governor Mal. @elrufai quick recovery from the #Covid19 pandemic. And all those who are sick 🙏🏾 https://t.co/qZaeej7PDC,wish kaduna state governor mal elrufai quick recovery covid pandemic sick,['Covid19'],['elrufai'],7,"{'label': 'NEGATIVE', 'score': 0.9986966252326965}",NEGATIVE,-0.9986966252326965
121828,2020-03-29T07:13:54,Keeping this pinned until this whole pandemic is over. #Nhl #coronavirus https://t.co/Ss5UjFPuIj,keeping pinned whole pandemic nhl coronavirus,"['Nhl', 'coronavirus']",[],7,"{'label': 'NEGATIVE', 'score': 0.7757758498191833}",NEGATIVE,-0.7757758498191833
121990,2020-03-29T07:14:25,An interesting and thought provoking paper on Iodine as a nasal spray &amp; mouthwash during #COVID19 https://t.co/vt4HlZr8v1 Would love to see more research and investigation done on this. Thanks to @PARADicmSHIFT et al! https://t.co/1QPzgC2UqA,interesting thought provoking paper iodine nasal spray amp mouthwash covid would love see research investigation done thanks paradicmshift,['COVID19'],['PARADicmSHIFT'],7,"{'label': 'POSITIVE', 'score': 0.9818762540817261}",POSITIVE,0.9818762540817261
122811,2020-03-29T07:16:57,"@DrAdrianHeald If anyone needed confirmation on the intent of this government. 

HOME MADE ventilators,  no thank you.  Potentially saving thousands of lives.

EU bulk buy of ventilators - No thanks. 

This is criminally negligent. #ventilators #COVID19 #torygenocide #StayAtHomeAndStaySafe #",dradrianheald anyone needed confirmation intent government home made ventilators thank potentially saving thousands lives bulk buy ventilators thanks criminally negligent ventilators covid torygenocide stayathomeandstaysafe,"['ventilators', 'COVID19', 'torygenocide', 'StayAtHomeAndStaySafe']",['DrAdrianHeald'],7,"{'label': 'NEGATIVE', 'score': 0.9893534779548645}",NEGATIVE,-0.9893534779548645
123043,2020-03-29T07:17:38,"COVID-19 Updates (globally)

Total cases: 664,103 
Dead: 30,883 
Recovered: 142,361 
Last updated: March 29, 2020, 05:07 GMT

#covid19 #COVIDー19 #coronavirus
 https://t.co/W5akG3Thvk",covid updates globally total cases dead recovered last updated march gmt covid covid coronavirus,"['covid19', 'COVIDー19', 'coronavirus']",[],7,"{'label': 'NEGATIVE', 'score': 0.9979787468910217}",NEGATIVE,-0.9979787468910217
124579,2020-03-29T07:22:11,"#TNINewsUpdate : Union Minister @dpradhanbjp donates his one month's salary to #PMReliefFund to help the underprivileged during #lockdown period. 

#CoronaUpdate #IndiaFightsCorona #COVID19 https://t.co/yEyM6yFfrE",tninewsupdate union minister dpradhanbjp donates one month salary pmrelieffund help underprivileged lockdown period coronaupdate indiafightscorona covid,"['TNINewsUpdate', 'PMReliefFund', 'lockdown', 'CoronaUpdate', 'IndiaFightsCorona', 'COVID19']",['dpradhanbjp'],7,"{'label': 'NEGATIVE', 'score': 0.9838792681694031}",NEGATIVE,-0.9838792681694031
125151,2020-03-29T07:23:57,"@HKWORLDCITY @WHO @rthk_news If WHO had passed information from Taiwan to all over the world, we wouldn't have to suffer this heavily now......

Not to mention, WHO, until today, is still corrupted and dysfunctional like China's peg.

#coronavirus 
#WHOLiedPeopleDied",hkworldcity rthk news passed information taiwan world suffer heavily not mention today still corrupted dysfunctional like china peg coronavirus wholiedpeopledied,"['coronavirus', 'WHOLiedPeopleDied']","['HKWORLDCITY', 'WHO', 'rthk_news']",7,"{'label': 'NEGATIVE', 'score': 0.9937395453453064}",NEGATIVE,-0.9937395453453064
125398,2020-03-29T07:24:41,"Smoking damages your lungs and other parts of your body, and it makes you more vulnerable to #COVID19 infection. It is the right time to 🚭 quit smoking for a safer and better health 💪. 
.
.
.
#stayactive #staysafe #coronaupdate #fightcorona #stayhealthy #stayhome #covid19 https://t.co/545lOTCb4J",smoking damages lungs parts body makes vulnerable covid infection right time quit smoking safer better health stayactive staysafe coronaupdate fightcorona stayhealthy stayhome covid,"['COVID19', 'stayactive', 'staysafe', 'coronaupdate', 'fightcorona', 'stayhealthy', 'stayhome', 'covid19']",[],7,"{'label': 'NEGATIVE', 'score': 0.9936303496360779}",NEGATIVE,-0.9936303496360779
126004,2020-03-29T07:26:26,CM @BSYBJP at the all party leaders meeting in Vidhana Soudha on Sunday.The meeting has been convened to discuss the steps to contain spread of #covid19 https://t.co/7wZ3chHiYU,bsybjp party leaders meeting vidhana soudha sunday meeting convened discuss steps contain spread covid,['covid19'],['BSYBJP'],7,"{'label': 'POSITIVE', 'score': 0.794350802898407}",POSITIVE,0.794350802898407
126376,2020-03-29T07:27:28,"Guess the people setting the Doomsday Clock have a new input to consider.
#Covid_19",guess people setting doomsday clock new input consider covid,['Covid_19'],[],7,"{'label': 'NEGATIVE', 'score': 0.9982725381851196}",NEGATIVE,-0.9982725381851196
126405,2020-03-29T07:27:31,Is there a GD reason that #Netflix can't stream their movies for the same price as their discs? Motherfuckas are afraid of leaving their GD house what with the #CoronavirusOutbreak and all.,reason netflix stream movies price discs motherfuckas afraid leaving house coronavirusoutbreak,"['Netflix', 'CoronavirusOutbreak']",[],7,"{'label': 'NEGATIVE', 'score': 0.9968273043632507}",NEGATIVE,-0.9968273043632507
126582,2020-03-29T07:28:11,The world will be totally different after this #CoronaVirus crisis. Hopefully things will get better and governments will realize what is important. #CoronaVirusSA #CoronavirusInSA #21daysLockdown,world totally different coronavirus crisis hopefully things get better governments realize important coronavirussa coronavirusinsa dayslockdown,"['CoronaVirus', 'CoronaVirusSA', 'CoronavirusInSA', '21daysLockdown']",[],7,"{'label': 'NEGATIVE', 'score': 0.9938803315162659}",NEGATIVE,-0.9938803315162659
126644,2020-03-29T07:28:23,The United States Announces Assistance To China To Combat Coronavirus ---- You have GOT TO KIDDING ME⁉️🤡 Yet him and his administration blamed Obama and any one else they could think of‼️#COVID19 PPE to China⁉️ #AmericaFirst  https://t.co/LCybUjB6zK,united states announces assistance china combat coronavirus got kidding yet administration blamed obama one else could think covid ppe china americafirst,"['COVID19', 'AmericaFirst']",[],7,"{'label': 'NEGATIVE', 'score': 0.9924441576004028}",NEGATIVE,-0.9924441576004028
128137,2020-03-29T07:32:33,Special Officers appointed for various locations &amp; functions to fight #CoronaVirusOutbreak /Our Govt under ⁦@AndhraPradeshCM⁩ ⁦@ysjagan⁩ is taking all steps to mitigate this crisis. #APFightsCorona ⁦@VSReddy_MP⁩ ⁦@yvsubbareddymp⁩ ⁦@ArogyaAndhra⁩ https://t.co/E5RP5kzSc7,special officers appointed various locations amp functions fight coronavirusoutbreak govt andhrapradeshcm ysjagan taking steps mitigate crisis apfightscorona vsreddy yvsubbareddymp arogyaandhra,"['CoronaVirusOutbreak', 'APFightsCorona']","['AndhraPradeshCM', 'ysjagan', 'VSReddy_MP', 'yvsubbareddymp', 'ArogyaAndhra']",7,"{'label': 'NEGATIVE', 'score': 0.941584050655365}",NEGATIVE,-0.941584050655365
128559,2020-03-29T07:33:52,6 @NCDCgov #COVID19 testing centers and none in the whole North.,ncdcgov covid testing centers none whole north,['COVID19'],['NCDCgov'],7,"{'label': 'NEGATIVE', 'score': 0.9963468313217163}",NEGATIVE,-0.9963468313217163
128840,2020-03-29T07:34:45,The sale of sanitizers in Denmark. #coronavirus https://t.co/XBSSTb5vpG,sale sanitizers denmark coronavirus,['coronavirus'],[],7,"{'label': 'NEGATIVE', 'score': 0.9820496439933777}",NEGATIVE,-0.9820496439933777
129819,2020-03-29T07:37:42,If this pandemic has taught me anything it’s that most US companies don’t give a damn about their employees. They preach being a family to everyone but when shit hits the fan it’s everyone for themselves. A proletarian revolution needs to happen and I’m all for it. #coronavirus,pandemic taught anything companies give damn employees preach family everyone shit hits fan everyone proletarian revolution needs happen coronavirus,['coronavirus'],[],7,"{'label': 'NEGATIVE', 'score': 0.9951077699661255}",NEGATIVE,-0.9951077699661255
130322,2020-03-29T07:39:09,"@kenji_ball This may be targeted at the #Indian public. 🤷‍♂️
#lakhs and #crores
#coronavirus",kenji ball may targeted indian public lakhs crores coronavirus,"['Indian', 'lakhs', 'crores', 'coronavirus']",['kenji_ball'],7,"{'label': 'NEGATIVE', 'score': 0.9947555065155029}",NEGATIVE,-0.9947555065155029
130407,2020-03-29T07:39:25,"It is difficult to ascertain if the death was due to #COVID19 and there are possibilities that it could have occurred after a heart attack, according to the District Medical Officer https://t.co/LZCFaBkHTV",difficult ascertain death due covid possibilities could occurred heart attack according district medical officer,['COVID19'],[],7,"{'label': 'NEGATIVE', 'score': 0.9942962527275085}",NEGATIVE,-0.9942962527275085
133144,2020-03-29T07:47:20,"You’re tired we know. This wk has been a tough yr 😅 rest your #remotelearning superstar cape🦸🏻‍♀️🦸🏾you’ve got enough for 2mw! Come join us for some green hat thinking, in light of #covid19 + rapid shift in your practice, how might we do schooling differently? #aussieED #stayhomePL https://t.co/yYwCXwwtYd",tired know tough rest remotelearning superstar cape got enough come join green hat thinking light covid rapid shift practice might schooling differently aussieed stayhomepl,"['remotelearning', 'covid19', 'aussieED', 'stayhomePL']",[],7,"{'label': 'NEGATIVE', 'score': 0.9894036054611206}",NEGATIVE,-0.9894036054611206
133209,2020-03-29T07:47:29,"We need more  #Covid_19 testing centres in Uganda. 

Know your status, isolate! 

 #StayHome
#WashYourHands 
Don't wait for  #Curfew

https://t.co/ACi18X6zrU",need covid testing centres uganda know status isolate stayhome washyourhands wait curfew,"['Covid_19', 'StayHome', 'WashYourHands', 'Curfew']",[],7,"{'label': 'NEGATIVE', 'score': 0.9963876605033875}",NEGATIVE,-0.9963876605033875
133221,2020-03-29T07:47:31,"Taiwan's representative office in #Indonesia just issued an alert calling for Taiwanese in Indonesia to return home, described the #COVID19 outbreak situaion there as ""serious"". There are tens of thousands Taiwanese living in Indonesia. 
HT @alert5 @yesonline https://t.co/WJd03yXvJp https://t.co/kfzC0KQoOf",taiwan representative office indonesia issued alert calling taiwanese indonesia return home described covid outbreak situaion serious tens thousands taiwanese living indonesia alert yesonline,"['Indonesia', 'COVID19']","['alert5', 'yesonline']",7,"{'label': 'NEGATIVE', 'score': 0.9600148797035217}",NEGATIVE,-0.9600148797035217
133422,2020-03-29T07:48:07,@AbiyAhmedAli It's a great job!  Let us seek to eliminate #COVID19  from our nation as a whole...,abiyahmedali great job let seek eliminate covid nation whole,['COVID19'],['AbiyAhmedAli'],7,"{'label': 'POSITIVE', 'score': 0.7743848562240601}",POSITIVE,0.7743848562240601
133594,2020-03-29T07:48:34,"What's really happening? #StayHome and no light for the past 2weeks. How do you want us to survive ? We cant preserve our food, we cant listen to news and you are saying #StayHome. Na wa o.

#Mp #StayAtHomeAndStaySafe #CoronaUpdate #KadunaCurfew #Covid_19",really happening stayhome light past weeks want survive cant preserve food cant listen news saying stayhome stayathomeandstaysafe coronaupdate kadunacurfew covid,"['StayHome', 'StayHome', 'Mp', 'StayAtHomeAndStaySafe', 'CoronaUpdate', 'KadunaCurfew', 'Covid_19']",[],7,"{'label': 'NEGATIVE', 'score': 0.8759928345680237}",NEGATIVE,-0.8759928345680237
134152,2020-03-29T07:50:09,"@narendramodi At this time when all of us need to help our fellow Indians in whatever way we can,  pledges to contribute ₹501 to @narendramodi ji's PM- CARES Fund. Let's all save lives and fight the #COVID19 crisis together. Health is Wealth.#PMCARES. @PMOIndia 🙏🏽 https://t.co/B8etdur0q2",narendramodi time need help fellow indians whatever way pledges contribute narendramodi cares fund let save lives fight covid crisis together health wealth pmcares pmoindia,"['COVID19', 'PMCARES']","['narendramodi', 'narendramodi', 'PMOIndia']",7,"{'label': 'NEGATIVE', 'score': 0.9513610005378723}",NEGATIVE,-0.9513610005378723
134659,2020-03-29T07:51:30,"COVID-19 death toll rises to 7 in Maharashtra after 40-year-old woman dies in Mumbai, Coronavirus casulties' tally in India reach 28.

#Coronavirus #CoronavirusOutbreak @MoHFW_INDIA #Mumbai #Maharashtra #COVID19 

https://t.co/i9jc6LLMZG",covid death toll rises maharashtra year old woman dies mumbai coronavirus casulties tally india reach coronavirus coronavirusoutbreak mohfw india mumbai maharashtra covid,"['Coronavirus', 'CoronavirusOutbreak', 'Mumbai', 'Maharashtra', 'COVID19']",['MoHFW_INDIA'],7,"{'label': 'NEGATIVE', 'score': 0.9878212213516235}",NEGATIVE,-0.9878212213516235
134786,2020-03-29T07:51:54,@RichardBurgon The fact you are an MP has demonstrated how far our country has fallen and how much the people need to take control from people like you when we rebuild after #Covid_19,richardburgon fact demonstrated far country fallen much people need take control people like rebuild covid,['Covid_19'],['RichardBurgon'],7,"{'label': 'NEGATIVE', 'score': 0.9870960712432861}",NEGATIVE,-0.9870960712432861
135108,2020-03-29T07:52:45,Since he became a pig farmer his surrogates have been sleeping hungry with nothing to tweet because they didn't understand #Covid_19 well and if they did they failed to attach it to BBI or Raila now they have come up with #10BforVentilatorsNotBBI 😂😂News without SIASA is SWEET,since became pig farmer surrogates sleeping hungry nothing tweet understand covid well failed attach bbi raila come bforventilatorsnotbbi news without siasa sweet,"['Covid_19', '10BforVentilatorsNotBBI']",[],7,"{'label': 'NEGATIVE', 'score': 0.9994762539863586}",NEGATIVE,-0.9994762539863586
135540,2020-03-29T07:53:55,It takes about 15 months to make a feature film from development to post production. 6 months for development. Principal photography  about one month in those 15 months. That's about 6.6 percent of entire project process. Start the development process now. Stay at home.#covid_19,takes months make feature film development post production months development principal photography one month months percent entire project process start development process stay home covid,['covid_19'],[],7,"{'label': 'NEGATIVE', 'score': 0.9637771248817444}",NEGATIVE,-0.9637771248817444
135998,2020-03-29T07:55:16,Morning reminder ❤️ #clocksgoforward #gratitude #SundayMorning #Covid_19 https://t.co/0KIa3UZopI,morning reminder clocksgoforward gratitude sundaymorning covid,"['clocksgoforward', 'gratitude', 'SundayMorning', 'Covid_19']",[],7,"{'label': 'POSITIVE', 'score': 0.9965994358062744}",POSITIVE,0.9965994358062744
137528,2020-03-29T07:59:34,"A few weeks ago, the GOK had money for the BBI and even a referendum. In the same spirit and  vigour,  let's redirect those funds to #COVID19 #coronaviruske. Politics can never die. But people do.  BBI can wait. #10BforVentilatorsNotBBI",weeks ago gok money bbi even referendum spirit vigour let redirect funds covid coronaviruske politics never die people bbi wait bforventilatorsnotbbi,"['COVID19', 'coronaviruske', '10BforVentilatorsNotBBI']",[],7,"{'label': 'NEGATIVE', 'score': 0.9962464570999146}",NEGATIVE,-0.9962464570999146
137794,2020-03-29T08:00:00,"#Coronavirus is changing our world. Subscribe to our daily briefing on how the crisis is affecting cities, tech, climate change and more 📩 https://t.co/ph2nWySSj6",coronavirus changing world subscribe daily briefing crisis affecting cities tech climate change,['Coronavirus'],[],8,"{'label': 'NEGATIVE', 'score': 0.8421853184700012}",NEGATIVE,-0.8421853184700012
138435,2020-03-29T08:00:59,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well  🙏🏼. Download the app https://t.co/kfOOOelqTU",help slow spread covid identify risk cases sooner self reporting symptoms daily even feel well download app,['COVID19'],[],8,"{'label': 'NEGATIVE', 'score': 0.9918943047523499}",NEGATIVE,-0.9918943047523499
138519,2020-03-29T08:01:07,"Remember when Chinese Australians coming home from Wuhan were sent to Christmas Island for two weeks? 
Yeah good times. 
Remember how we did the same for Australians returning from Italy, Iran and the US or on cruise ships? 
Yeah me neither. #auspol #covid19australia #coronavirus",remember chinese australians coming home wuhan sent christmas island two weeks yeah good times remember australians returning italy iran cruise ships yeah neither auspol covid australia coronavirus,"['auspol', 'covid19australia', 'coronavirus']",[],8,"{'label': 'NEGATIVE', 'score': 0.9860237240791321}",NEGATIVE,-0.9860237240791321
138596,2020-03-29T08:01:19,"#Coronavirus: US eclipses 120,000 confirmed cases #Coronavirus https://t.co/XGdxKZf108",coronavirus eclipses confirmed cases coronavirus,"['Coronavirus', 'Coronavirus']",[],8,"{'label': 'POSITIVE', 'score': 0.8686879873275757}",POSITIVE,0.8686879873275757
138824,2020-03-29T08:01:59,"""One person dies every 17 minutes""
#Covid_19 #GreatDrepression https://t.co/lhLyjSQjxM",one person dies every minutes covid greatdrepression,"['Covid_19', 'GreatDrepression']",[],8,"{'label': 'NEGATIVE', 'score': 0.9940557479858398}",NEGATIVE,-0.9940557479858398
139937,2020-03-29T08:05:03,For omnichannel retailers there is the opportunity to shift focus (and potential investment) to ecommerce via @Econsultancy #retail #coronavirus  https://t.co/Nxxf9t50tu,omnichannel retailers opportunity shift focus potential investment ecommerce via econsultancy retail coronavirus,"['retail', 'coronavirus']",['Econsultancy'],8,"{'label': 'NEGATIVE', 'score': 0.966715395450592}",NEGATIVE,-0.966715395450592
140162,2020-03-29T08:05:37,Make sure you are being kind to yourself during this difficult time - it’s the perfect opportunity to develop self #compassion by using my Compassion Guided Meditation https://t.co/tELawB39yp via @YouTube #Mindfulness #SundayMorning #coronavirus,make sure kind difficult time perfect opportunity develop self compassion using compassion guided meditation via youtube mindfulness sundaymorning coronavirus,"['compassion', 'Mindfulness', 'SundayMorning', 'coronavirus']",['YouTube'],8,"{'label': 'POSITIVE', 'score': 0.9094487428665161}",POSITIVE,0.9094487428665161
140554,2020-03-29T08:06:48,"Zimbabwe #covid19 cases statistics. All have trave history or were in contact with someone having travel history
#Covid19Zim #CoronavirusInzim https://t.co/WAunBw6pYz",zimbabwe covid cases statistics trave history contact someone travel history covid zim coronavirusinzim,"['covid19', 'Covid19Zim', 'CoronavirusInzim']",[],8,"{'label': 'NEGATIVE', 'score': 0.9886881709098816}",NEGATIVE,-0.9886881709098816
141313,2020-03-29T08:08:40,Thank you @wiltscouncil for giving me the opportunity to talk to  members of the community who may be in need in these difficult  times. I felt privileged to talk to our customers inc Hazel (92) who I'm going to have a cuppa with when this is over. #COVID19  #support https://t.co/c2WcqOfdru,thank wiltscouncil giving opportunity talk members community may need difficult times felt privileged talk customers inc hazel going cuppa covid support,"['COVID19', 'support']",['wiltscouncil'],8,"{'label': 'POSITIVE', 'score': 0.9941290020942688}",POSITIVE,0.9941290020942688
142382,2020-03-29T08:11:26,"Houses close to each other &amp; the coronavirus can be transmitted airborne or via droplets.

An elderly person outside without a mask when houses are so close &amp; fact that #covid19 can survive in the air for hours

When Corona gets to townships u will see the dangers of such https://t.co/F68HH4gqZz",houses close amp coronavirus transmitted airborne via droplets elderly person outside without mask houses close amp fact covid survive air hours corona gets townships see dangers,['covid19'],[],8,"{'label': 'NEGATIVE', 'score': 0.9785975217819214}",NEGATIVE,-0.9785975217819214
142842,2020-03-29T08:12:42,Good to see @PHE_uk taking mental health aspects of isolation through #Covid_19 seriously: https://t.co/lyqzIv4DYG,good see phe taking mental health aspects isolation covid seriously,['Covid_19'],['PHE_uk'],8,"{'label': 'NEGATIVE', 'score': 0.6761614680290222}",NEGATIVE,-0.6761614680290222
143112,2020-03-29T08:13:26,"This is the youth of India, we will die boredly but will not study.
#Lockdown21 #Covid_19 #indian_youth",youth india die boredly not study lockdown covid indian youth,"['Lockdown21', 'Covid_19', 'indian_youth']",[],8,"{'label': 'NEGATIVE', 'score': 0.9973389506340027}",NEGATIVE,-0.9973389506340027
143680,2020-03-29T08:14:58,Jenn bought puzzles... #COVID19 #auspol2020,jenn bought puzzles covid auspol,"['COVID19', 'auspol2020']",[],8,"{'label': 'POSITIVE', 'score': 0.9693634510040283}",POSITIVE,0.9693634510040283
144916,2020-03-29T08:18:19,"Tomorrow's webinar features Refinitiv’s Global Head of LNG Research, who will provide her perspective on #COVID19, its impact on the market and their view for the remainder of 2020. Reserve your spot: thttps://url.qfc.qa/2wAzsQh

@RefinitivMEA 
#flattenthecurve #QFCMeansBusiness https://t.co/NlCX3dAwsZ",tomorrow webinar features refinitiv global head lng research provide perspective covid impact market view remainder reserve spot refinitivmea flattenthecurve qfcmeansbusiness,"['COVID19', 'flattenthecurve', 'QFCMeansBusiness']",['RefinitivMEA'],8,"{'label': 'NEGATIVE', 'score': 0.9954960942268372}",NEGATIVE,-0.9954960942268372
145225,2020-03-29T08:19:09,I could really use your help @JulieChen .... I’m trying to unite the @CBSBigBrother community and source Supplies for doctors and nurses on the frontline. If you could help spread the word we would all be grateful 🙌🏽🙏 #coronavirus #GetUsPPE https://t.co/qpd9nFMdPS,could really use help juliechen trying unite cbsbigbrother community source supplies doctors nurses frontline could help spread word would grateful coronavirus getusppe,"['coronavirus', 'GetUsPPE']","['JulieChen', 'CBSBigBrother']",8,"{'label': 'NEGATIVE', 'score': 0.9975627660751343}",NEGATIVE,-0.9975627660751343
